time,x,y,z,vx,vy,vz,ctrl_abd,ctrl_hip,ctrl_knee,ext_force
0.0,-0.0011316179344563757,9.726915656404423e-05,0.2726194519054921,-0.098472753333638,0.010271486403111764,0.2208352334082471,-0.07154073024899098,0.6972315142465724,-1.7463091451260384,0.0
0.02,-0.004346858261856508,0.0004468133060873703,0.27701453502567863,-0.2090526450020075,0.03372518012070535,0.2022954453046879,-0.03967509430900429,0.6225478727726038,-1.7500070590044718,0.0
0.04,-0.00948608394388203,0.0023994948134371417,0.28028345006679956,-0.28668488141392123,0.12608749253548754,0.12455208874261242,-0.16977079487682484,0.6004898977398536,-1.75003967737961,0.0
0.06,-0.015520037340839272,0.003283740073751055,0.2810898896100164,-0.30442568520460594,0.00776401445725658,-0.029337273087909795,0.18197708859761588,0.608545565460003,-1.776717645867976,0.0
0.08,-0.02153690066168868,0.005814957031343257,0.2787537534033733,-0.2956859819089651,0.1921056168082023,-0.18774283068901704,-0.8146441053601999,0.6964073009160946,-1.7231717347863544,0.0
0.1,-0.027092701891490434,0.0076332961203211805,0.27323424356584997,-0.26451150837264686,0.036914077790377045,-0.3496811162680532,0.39306382859815553,0.7411449802449587,-1.7393912055665681,0.0
0.12,-0.032291681470674585,0.010780232152129676,0.26460562593413256,-0.2571460208801743,0.22445829434943954,-0.49847115467874403,-0.9069775375495562,0.8152010651461309,-1.7387499991684925,0.0
0.14,-0.03667466179829795,0.01239138979619929,0.2552365010657431,-0.19208877563725904,-0.023467741151116352,-0.41898319601236694,0.36532892918809384,0.9230109256569501,-1.7576803388371536,0.0
0.16,-0.04056187382174596,0.01393103595008014,0.24680661151365302,-0.1901982706078699,0.12791591323226367,-0.41191052766847175,-0.9395230753763195,0.9558819392962571,-1.730434646545171,0.0
0.18,-0.043611506190863465,0.01258122948254733,0.24162786813845039,-0.12121698186139096,-0.20132501500248212,-0.1623237200419535,0.5465424243522421,1.0348448045853929,-1.7277521910887705,0.0
